Anno;Municipio;Eta_capofamiglia;Genere_capofamiglia;Numero_componenti;Famiglie
2011;Municipio 9;80 anni e più;Femmine;3;129
2011;Municipio 9;80 anni e più;Femmine;4 e più;45
2012;Municipio 1;Da 18 a 34 anni;Maschi;1;1839
2012;Municipio 1;Da 18 a 34 anni;Maschi;2;521
2012;Municipio 1;Da 18 a 34 anni;Maschi;3;300
2012;Municipio 1;Da 18 a 34 anni;Maschi;4 e più;174
2012;Municipio 1;Da 35 a 64 anni;Maschi;1;4930
2012;Municipio 1;Da 35 a 64 anni;Maschi;2;2855
2012;Municipio 1;Da 35 a 64 anni;Maschi;3;3343
2012;Municipio 1;Da 35 a 64 anni;Maschi;4 e più;4080
2012;Municipio 1;Da 65 a 79 anni;Maschi;1;1293
2012;Municipio 1;Da 65 a 79 anni;Maschi;2;3797
2012;Municipio 1;Da 65 a 79 anni;Maschi;3;1026
2012;Municipio 1;Da 65 a 79 anni;Maschi;4 e più;281
2012;Municipio 1;80 anni e più;Maschi;1;579
2012;Municipio 1;80 anni e più;Maschi;2;1351
2012;Municipio 1;80 anni e più;Maschi;3;194
2012;Municipio 1;80 anni e più;Maschi;4 e più;29
2012;Municipio 1;Da 18 a 34 anni;Femmine;1;1745
2012;Municipio 1;Da 18 a 34 anni;Femmine;2;624
2012;Municipio 1;Da 18 a 34 anni;Femmine;3;318
2012;Municipio 1;Da 18 a 34 anni;Femmine;4 e più;175
2012;Municipio 1;Da 35 a 64 anni;Femmine;1;5204
2012;Municipio 1;Da 35 a 64 anni;Femmine;2;2745
2012;Municipio 1;Da 35 a 64 anni;Femmine;3;1949
2012;Municipio 1;Da 35 a 64 anni;Femmine;4 e più;1547
2012;Municipio 1;Da 65 a 79 anni;Femmine;1;2998
2012;Municipio 1;Da 65 a 79 anni;Femmine;2;841
2012;Municipio 1;Da 65 a 79 anni;Femmine;3;147
2012;Municipio 1;Da 65 a 79 anni;Femmine;4 e più;51
2012;Municipio 1;80 anni e più;Femmine;1;2700
2012;Municipio 1;80 anni e più;Femmine;2;527
2012;Municipio 1;80 anni e più;Femmine;3;75
2012;Municipio 1;80 anni e più;Femmine;4 e più;28
2012;Municipio 2;Da 18 a 34 anni;Maschi;1;4268
2012;Municipio 2;Da 18 a 34 anni;Maschi;2;1248
2012;Municipio 2;Da 18 a 34 anni;Maschi;3;734
2012;Municipio 2;Da 18 a 34 anni;Maschi;4 e più;446
2012;Municipio 2;Da 35 a 64 anni;Maschi;1;8700
2012;Municipio 2;Da 35 a 64 anni;Maschi;2;4605
2012;Municipio 2;Da 35 a 64 anni;Maschi;3;5492
2012;Municipio 2;Da 35 a 64 anni;Maschi;4 e più;6879
2012;Municipio 2;Da 65 a 79 anni;Maschi;1;1782
2012;Municipio 2;Da 65 a 79 anni;Maschi;2;5249
2012;Municipio 2;Da 65 a 79 anni;Maschi;3;1402
2012;Municipio 2;Da 65 a 79 anni;Maschi;4 e più;387
2012;Municipio 2;80 anni e più;Maschi;1;765
2012;Municipio 2;80 anni e più;Maschi;2;1832
2012;Municipio 2;80 anni e più;Maschi;3;264
2012;Municipio 2;80 anni e più;Maschi;4 e più;42
2012;Municipio 2;Da 18 a 34 anni;Femmine;1;2832
2012;Municipio 2;Da 18 a 34 anni;Femmine;2;1022
2012;Municipio 2;Da 18 a 34 anni;Femmine;3;527
2012;Municipio 2;Da 18 a 34 anni;Femmine;4 e più;307
2012;Municipio 2;Da 35 a 64 anni;Femmine;1;7301
2012;Municipio 2;Da 35 a 64 anni;Femmine;2;3832
2012;Municipio 2;Da 35 a 64 anni;Femmine;3;2761
2012;Municipio 2;Da 35 a 64 anni;Femmine;4 e più;2223
2012;Municipio 2;Da 65 a 79 anni;Femmine;1;4364
2012;Municipio 2;Da 65 a 79 anni;Femmine;2;1206
2012;Municipio 2;Da 65 a 79 anni;Femmine;3;206
2012;Municipio 2;Da 65 a 79 anni;Femmine;4 e più;64
2012;Municipio 2;80 anni e più;Femmine;1;3792
2012;Municipio 2;80 anni e più;Femmine;2;734
2012;Municipio 2;80 anni e più;Femmine;3;106
2012;Municipio 2;80 anni e più;Femmine;4 e più;38
2012;Municipio 3;Da 18 a 34 anni;Maschi;1;3098
2012;Municipio 3;Da 18 a 34 anni;Maschi;2;895
2012;Municipio 3;Da 18 a 34 anni;Maschi;3;523
2012;Municipio 3;Da 18 a 34 anni;Maschi;4 e più;312
2012;Municipio 3;Da 35 a 64 anni;Maschi;1;7294
2012;Municipio 3;Da 35 a 64 anni;Maschi;2;4105
2012;Municipio 3;Da 35 a 64 anni;Maschi;3;4793
2012;Municipio 3;Da 35 a 64 anni;Maschi;4 e più;5860
2012;Municipio 3;Da 65 a 79 anni;Maschi;1;1831
2012;Municipio 3;Da 65 a 79 anni;Maschi;2;5397
2012;Municipio 3;Da 65 a 79 anni;Maschi;3;1441
2012;Municipio 3;Da 65 a 79 anni;Maschi;4 e più;395
2012;Municipio 3;80 anni e più;Maschi;1;876
2012;Municipio 3;80 anni e più;Maschi;2;2080
2012;Municipio 3;80 anni e più;Maschi;3;299
2012;Municipio 3;80 anni e più;Maschi;4 e più;44
2012;Municipio 3;Da 18 a 34 anni;Femmine;1;2578
2012;Municipio 3;Da 18 a 34 anni;Femmine;2;930
2012;Municipio 3;Da 18 a 34 anni;Femmine;3;479
2012;Municipio 3;Da 18 a 34 anni;Femmine;4 e più;271
2012;Municipio 3;Da 35 a 64 anni;Femmine;1;7121
2012;Municipio 3;Da 35 a 64 anni;Femmine;2;3738
2012;Municipio 3;Da 35 a 64 anni;Femmine;3;2649
2012;Municipio 3;Da 35 a 64 anni;Femmine;4 e più;2110
2012;Municipio 3;Da 65 a 79 anni;Femmine;1;4633
2012;Municipio 3;Da 65 a 79 anni;Femmine;2;1276
2012;Municipio 3;Da 65 a 79 anni;Femmine;3;219
2012;Municipio 3;Da 65 a 79 anni;Femmine;4 e più;75
2012;Municipio 3;80 anni e più;Femmine;1;4592
2012;Municipio 3;80 anni e più;Femmine;2;891
2012;Municipio 3;80 anni e più;Femmine;3;125
2012;Municipio 3;80 anni e più;Femmine;4 e più;42
2012;Municipio 4;Da 18 a 34 anni;Maschi;1;3499
2012;Municipio 4;Da 18 a 34 anni;Maschi;2;1016
2012;Municipio 4;Da 18 a 34 anni;Maschi;3;592
2012;Municipio 4;Da 18 a 34 anni;Maschi;4 e più;359
2012;Municipio 4;Da 35 a 64 anni;Maschi;1;8205
2012;Municipio 4;Da 35 a 64 anni;Maschi;2;4511
2012;Municipio 4;Da 35 a 64 anni;Maschi;3;5328
2012;Municipio 4;Da 35 a 64 anni;Maschi;4 e più;6596
2012;Municipio 4;Da 65 a 79 anni;Maschi;1;1949
2012;Municipio 4;Da 65 a 79 anni;Maschi;2;5781
2012;Municipio 4;Da 65 a 79 anni;Maschi;3;1521
2012;Municipio 4;Da 65 a 79 anni;Maschi;4 e più;418
2012;Municipio 4;80 anni e più;Maschi;1;998
2012;Municipio 4;80 anni e più;Maschi;2;2397
2012;Municipio 4;80 anni e più;Maschi;3;345
2012;Municipio 4;80 anni e più;Maschi;4 e più;68
2012;Municipio 4;Da 18 a 34 anni;Femmine;1;2730
2012;Municipio 4;Da 18 a 34 anni;Femmine;2;991
2012;Municipio 4;Da 18 a 34 anni;Femmine;3;511
2012;Municipio 4;Da 18 a 34 anni;Femmine;4 e più;295
2012;Municipio 4;Da 35 a 64 anni;Femmine;1;7630
2012;Municipio 4;Da 35 a 64 anni;Femmine;2;4006
2012;Municipio 4;Da 35 a 64 anni;Femmine;3;2875
2012;Municipio 4;Da 35 a 64 anni;Femmine;4 e più;2314
2012;Municipio 4;Da 65 a 79 anni;Femmine;1;5287
2012;Municipio 4;Da 65 a 79 anni;Femmine;2;1443
2012;Municipio 4;Da 65 a 79 anni;Femmine;3;244
2012;Municipio 4;Da 65 a 79 anni;Femmine;4 e più;90
2012;Municipio 4;80 anni e più;Femmine;1;5062
2012;Municipio 4;80 anni e più;Femmine;2;982
2012;Municipio 4;80 anni e più;Femmine;3;138
2012;Municipio 4;80 anni e più;Femmine;4 e più;56
2012;Municipio 5;Da 18 a 34 anni;Maschi;1;3045
2012;Municipio 5;Da 18 a 34 anni;Maschi;2;873
2012;Municipio 5;Da 18 a 34 anni;Maschi;3;509
2012;Municipio 5;Da 18 a 34 anni;Maschi;4 e più;300
2012;Municipio 5;Da 35 a 64 anni;Maschi;1;6554
2012;Municipio 5;Da 35 a 64 anni;Maschi;2;3616
2012;Municipio 5;Da 35 a 64 anni;Maschi;3;4244
2012;Municipio 5;Da 35 a 64 anni;Maschi;4 e più;5230
2012;Municipio 5;Da 65 a 79 anni;Maschi;1;1671
2012;Municipio 5;Da 65 a 79 anni;Maschi;2;4957
2012;Municipio 5;Da 65 a 79 anni;Maschi;3;1301
2012;Municipio 5;Da 65 a 79 anni;Maschi;4 e più;357
2012;Municipio 5;80 anni e più;Maschi;1;679
2012;Municipio 5;80 anni e più;Maschi;2;1679
2012;Municipio 5;80 anni e più;Maschi;3;244
2012;Municipio 5;80 anni e più;Maschi;4 e più;36
2012;Municipio 5;Da 18 a 34 anni;Femmine;1;2276
2012;Municipio 5;Da 18 a 34 anni;Femmine;2;816
2012;Municipio 5;Da 18 a 34 anni;Femmine;3;418
2012;Municipio 5;Da 18 a 34 anni;Femmine;4 e più;230
2012;Municipio 5;Da 35 a 64 anni;Femmine;1;5888
2012;Municipio 5;Da 35 a 64 anni;Femmine;2;3090
2012;Municipio 5;Da 35 a 64 anni;Femmine;3;2203
2012;Municipio 5;Da 35 a 64 anni;Femmine;4 e più;1760
2012;Municipio 5;Da 65 a 79 anni;Femmine;1;4186
2012;Municipio 5;Da 65 a 79 anni;Femmine;2;1145
2012;Municipio 5;Da 65 a 79 anni;Femmine;3;197
2012;Municipio 5;Da 65 a 79 anni;Femmine;4 e più;62
2012;Municipio 5;80 anni e più;Femmine;1;3189
2012;Municipio 5;80 anni e più;Femmine;2;619
2012;Municipio 5;80 anni e più;Femmine;3;88
2012;Municipio 5;80 anni e più;Femmine;4 e più;32
2012;Municipio 6;Da 18 a 34 anni;Maschi;1;3044
2012;Municipio 6;Da 18 a 34 anni;Maschi;2;877
2012;Municipio 6;Da 18 a 34 anni;Maschi;3;509
2012;Municipio 6;Da 18 a 34 anni;Maschi;4 e più;303
2012;Municipio 6;Da 35 a 64 anni;Maschi;1;7450
2012;Municipio 6;Da 35 a 64 anni;Maschi;2;4194
2012;Municipio 6;Da 35 a 64 anni;Maschi;3;4918
2012;Municipio 6;Da 35 a 64 anni;Maschi;4 e più;6034
2012;Municipio 6;Da 65 a 79 anni;Maschi;1;2109
2012;Municipio 6;Da 65 a 79 anni;Maschi;2;6271
2012;Municipio 6;Da 65 a 79 anni;Maschi;3;1639
2012;Municipio 6;Da 65 a 79 anni;Maschi;4 e più;448
2012;Municipio 6;80 anni e più;Maschi;1;982
2012;Municipio 6;80 anni e più;Maschi;2;2379
2012;Municipio 6;80 anni e più;Maschi;3;342
2012;Municipio 6;80 anni e più;Maschi;4 e più;57
2012;Municipio 6;Da 18 a 34 anni;Femmine;1;2518
2012;Municipio 6;Da 18 a 34 anni;Femmine;2;905
2012;Municipio 6;Da 18 a 34 anni;Femmine;3;464
2012;Municipio 6;Da 18 a 34 anni;Femmine;4 e più;269
2012;Municipio 6;Da 35 a 64 anni;Femmine;1;7278
2012;Municipio 6;Da 35 a 64 anni;Femmine;2;3818
2012;Municipio 6;Da 35 a 64 anni;Femmine;3;2705
2012;Municipio 6;Da 35 a 64 anni;Femmine;4 e più;2153
2012;Municipio 6;Da 65 a 79 anni;Femmine;1;5548
2012;Municipio 6;Da 65 a 79 anni;Femmine;2;1516
2012;Municipio 6;Da 65 a 79 anni;Femmine;3;259
2012;Municipio 6;Da 65 a 79 anni;Femmine;4 e più;101
2012;Municipio 6;80 anni e più;Femmine;1;4810
2012;Municipio 6;80 anni e più;Femmine;2;934
2012;Municipio 6;80 anni e più;Femmine;3;133
2012;Municipio 6;80 anni e più;Femmine;4 e più;50
2012;Municipio 7;Da 18 a 34 anni;Maschi;1;3364
2012;Municipio 7;Da 18 a 34 anni;Maschi;2;961
2012;Municipio 7;Da 18 a 34 anni;Maschi;3;559
2012;Municipio 7;Da 18 a 34 anni;Maschi;4 e più;337
2012;Municipio 7;Da 35 a 64 anni;Maschi;1;8858
2012;Municipio 7;Da 35 a 64 anni;Maschi;2;4991
2012;Municipio 7;Da 35 a 64 anni;Maschi;3;5871
2012;Municipio 7;Da 35 a 64 anni;Maschi;4 e più;7219
2012;Municipio 7;Da 65 a 79 anni;Maschi;1;2357
2012;Municipio 7;Da 65 a 79 anni;Maschi;2;6994
2012;Municipio 7;Da 65 a 79 anni;Maschi;3;1839
2012;Municipio 7;Da 65 a 79 anni;Maschi;4 e più;503
2012;Municipio 7;80 anni e più;Maschi;1;1032
2012;Municipio 7;80 anni e più;Maschi;2;2493
2012;Municipio 7;80 anni e più;Maschi;3;358
2012;Municipio 7;80 anni e più;Maschi;4 e più;71
2012;Municipio 7;Da 18 a 34 anni;Femmine;1;2745
2012;Municipio 7;Da 18 a 34 anni;Femmine;2;987
2012;Municipio 7;Da 18 a 34 anni;Femmine;3;508
2012;Municipio 7;Da 18 a 34 anni;Femmine;4 e più;300
2012;Municipio 7;Da 35 a 64 anni;Femmine;1;8600
2012;Municipio 7;Da 35 a 64 anni;Femmine;2;4519
2012;Municipio 7;Da 35 a 64 anni;Femmine;3;3212
2012;Municipio 7;Da 35 a 64 anni;Femmine;4 e più;2554
2012;Municipio 7;Da 65 a 79 anni;Femmine;1;6058
2012;Municipio 7;Da 65 a 79 anni;Femmine;2;1661
2012;Municipio 7;Da 65 a 79 anni;Femmine;3;279
2012;Municipio 7;Da 65 a 79 anni;Femmine;4 e più;117
2012;Municipio 7;80 anni e più;Femmine;1;5126
2012;Municipio 7;80 anni e più;Femmine;2;995
2012;Municipio 7;80 anni e più;Femmine;3;138
2012;Municipio 7;80 anni e più;Femmine;4 e più;55
2012;Municipio 8;Da 18 a 34 anni;Maschi;1;3596
2012;Municipio 8;Da 18 a 34 anni;Maschi;2;1024
2012;Municipio 8;Da 18 a 34 anni;Maschi;3;598
2012;Municipio 8;Da 18 a 34 anni;Maschi;4 e più;366
2012;Municipio 8;Da 35 a 64 anni;Maschi;1;9424
2012;Municipio 8;Da 35 a 64 anni;Maschi;2;5267
2012;Municipio 8;Da 35 a 64 anni;Maschi;3;6212
2012;Municipio 8;Da 35 a 64 anni;Maschi;4 e più;7651
2012;Municipio 8;Da 65 a 79 anni;Maschi;1;2457
2012;Municipio 8;Da 65 a 79 anni;Maschi;2;7281
2012;Municipio 8;Da 65 a 79 anni;Maschi;3;1916
2012;Municipio 8;Da 65 a 79 anni;Maschi;4 e più;523
2012;Municipio 8;80 anni e più;Maschi;1;1226
2012;Municipio 8;80 anni e più;Maschi;2;2968
2012;Municipio 8;80 anni e più;Maschi;3;427
2012;Municipio 8;80 anni e più;Maschi;4 e più;81
2012;Municipio 8;Da 18 a 34 anni;Femmine;1;2872
2012;Municipio 8;Da 18 a 34 anni;Femmine;2;1030
2012;Municipio 8;Da 18 a 34 anni;Femmine;3;530
2012;Municipio 8;Da 18 a 34 anni;Femmine;4 e più;312
2012;Municipio 8;Da 35 a 64 anni;Femmine;1;8803
2012;Municipio 8;Da 35 a 64 anni;Femmine;2;4633
2012;Municipio 8;Da 35 a 64 anni;Femmine;3;3295
2012;Municipio 8;Da 35 a 64 anni;Femmine;4 e più;2618
2012;Municipio 8;Da 65 a 79 anni;Femmine;1;6510
2012;Municipio 8;Da 65 a 79 anni;Femmine;2;1774
2012;Municipio 8;Da 65 a 79 anni;Femmine;3;301
2012;Municipio 8;Da 65 a 79 anni;Femmine;4 e più;118
2012;Municipio 8;80 anni e più;Femmine;1;5811
2012;Municipio 8;80 anni e più;Femmine;2;1126
2012;Municipio 8;80 anni e più;Femmine;3;158
2012;Municipio 8;80 anni e più;Femmine;4 e più;67
2012;Municipio 9;Da 18 a 34 anni;Maschi;1;4589
2012;Municipio 9;Da 18 a 34 anni;Maschi;2;1332
2012;Municipio 9;Da 18 a 34 anni;Maschi;3;784
2012;Municipio 9;Da 18 a 34 anni;Maschi;4 e più;479
2012;Municipio 9;Da 35 a 64 anni;Maschi;1;10095
2012;Municipio 9;Da 35 a 64 anni;Maschi;2;5445
2012;Municipio 9;Da 35 a 64 anni;Maschi;3;6460
2012;Municipio 9;Da 35 a 64 anni;Maschi;4 e più;8026
2012;Municipio 9;Da 65 a 79 anni;Maschi;1;2214
2012;Municipio 9;Da 65 a 79 anni;Maschi;2;6538
2012;Municipio 9;Da 65 a 79 anni;Maschi;3;1738
2012;Municipio 9;Da 65 a 79 anni;Maschi;4 e più;477
2012;Municipio 9;80 anni e più;Maschi;1;959
2012;Municipio 9;80 anni e più;Maschi;2;2328
2012;Municipio 9;80 anni e più;Maschi;3;336
2012;Municipio 9;80 anni e più;Maschi;4 e più;61
2012;Municipio 9;Da 18 a 34 anni;Femmine;1;3241
2012;Municipio 9;Da 18 a 34 anni;Femmine;2;1172
2012;Municipio 9;Da 18 a 34 anni;Femmine;3;602
2012;Municipio 9;Da 18 a 34 anni;Femmine;4 e più;350
2012;Municipio 9;Da 35 a 64 anni;Femmine;1;8623
2012;Municipio 9;Da 35 a 64 anni;Femmine;2;4525
2012;Municipio 9;Da 35 a 64 anni;Femmine;3;3241
2012;Municipio 9;Da 35 a 64 anni;Femmine;4 e più;2604
2012;Municipio 9;Da 65 a 79 anni;Femmine;1;5556
2012;Municipio 9;Da 65 a 79 anni;Femmine;2;1531
2012;Municipio 9;Da 65 a 79 anni;Femmine;3;263
2012;Municipio 9;Da 65 a 79 anni;Femmine;4 e più;99
2012;Municipio 9;80 anni e più;Femmine;1;4738
2012;Municipio 9;80 anni e più;Femmine;2;919
2012;Municipio 9;80 anni e più;Femmine;3;131
2012;Municipio 9;80 anni e più;Femmine;4 e più;48
2013;Municipio 1;Da 18 a 34 anni;Maschi;1;1788
2013;Municipio 1;Da 18 a 34 anni;Maschi;2;504
2013;Municipio 1;Da 18 a 34 anni;Maschi;3;291
2013;Municipio 1;Da 18 a 34 anni;Maschi;4 e più;167
2013;Municipio 1;Da 35 a 64 anni;Maschi;1;4795
2013;Municipio 1;Da 35 a 64 anni;Maschi;2;2781
2013;Municipio 1;Da 35 a 64 anni;Maschi;3;3276
2013;Municipio 1;Da 35 a 64 anni;Maschi;4 e più;4006
2013;Municipio 1;Da 65 a 79 anni;Maschi;1;1298
2013;Municipio 1;Da 65 a 79 anni;Maschi;2;3818
2013;Municipio 1;Da 65 a 79 anni;Maschi;3;1027
2013;Municipio 1;Da 65 a 79 anni;Maschi;4 e più;284
2013;Municipio 1;80 anni e più;Maschi;1;578
2013;Municipio 1;80 anni e più;Maschi;2;1347
2013;Municipio 1;80 anni e più;Maschi;3;194
2013;Municipio 1;80 anni e più;Maschi;4 e più;29
2013;Municipio 1;Da 18 a 34 anni;Femmine;1;1650
2013;Municipio 1;Da 18 a 34 anni;Femmine;2;592
2013;Municipio 1;Da 18 a 34 anni;Femmine;3;303
2013;Municipio 1;Da 18 a 34 anni;Femmine;4 e più;167
2013;Municipio 1;Da 35 a 64 anni;Femmine;1;5051
2013;Municipio 1;Da 35 a 64 anni;Femmine;2;2672
2013;Municipio 1;Da 35 a 64 anni;Femmine;3;1899
2013;Municipio 1;Da 35 a 64 anni;Femmine;4 e più;1499
2013;Municipio 1;Da 65 a 79 anni;Femmine;1;3028
2013;Municipio 1;Da 65 a 79 anni;Femmine;2;848
2013;Municipio 1;Da 65 a 79 anni;Femmine;3;146
2013;Municipio 1;Da 65 a 79 anni;Femmine;4 e più;49
2013;Municipio 1;80 anni e più;Femmine;1;2710
2013;Municipio 1;80 anni e più;Femmine;2;527
2013;Municipio 1;80 anni e più;Femmine;3;73
2013;Municipio 1;80 anni e più;Femmine;4 e più;29
2013;Municipio 2;Da 18 a 34 anni;Maschi;1;4212
2013;Municipio 2;Da 18 a 34 anni;Maschi;2;1231
2013;Municipio 2;Da 18 a 34 anni;Maschi;3;723
2013;Municipio 2;Da 18 a 34 anni;Maschi;4 e più;438
2013;Municipio 2;Da 35 a 64 anni;Maschi;1;8657
2013;Municipio 2;Da 35 a 64 anni;Maschi;2;4596
2013;Municipio 2;Da 35 a 64 anni;Maschi;3;5501
2013;Municipio 2;Da 35 a 64 anni;Maschi;4 e più;6894
2013;Municipio 2;Da 65 a 79 anni;Maschi;1;1766
2013;Municipio 2;Da 65 a 79 anni;Maschi;2;5206
2013;Municipio 2;Da 65 a 79 anni;Maschi;3;1386
2013;Municipio 2;Da 65 a 79 anni;Maschi;4 e più;380
2013;Municipio 2;80 anni e più;Maschi;1;800
2013;Municipio 2;80 anni e più;Maschi;2;1908
2013;Municipio 2;80 anni e più;Maschi;3;274
2013;Municipio 2;80 anni e più;Maschi;4 e più;43
2013;Municipio 2;Da 18 a 34 anni;Femmine;1;2734
2013;Municipio 2;Da 18 a 34 anni;Femmine;2;986
2013;Municipio 2;Da 18 a 34 anni;Femmine;3;507
2013;Municipio 2;Da 18 a 34 anni;Femmine;4 e più;298
2013;Municipio 2;Da 35 a 64 anni;Femmine;1;7233
2013;Municipio 2;Da 35 a 64 anni;Femmine;2;3809
2013;Municipio 2;Da 35 a 64 anni;Femmine;3;2745
2013;Municipio 2;Da 35 a 64 anni;Femmine;4 e più;2198
2013;Municipio 2;Da 65 a 79 anni;Femmine;1;4366
2013;Municipio 2;Da 65 a 79 anni;Femmine;2;1205
2013;Municipio 2;Da 65 a 79 anni;Femmine;3;208
2013;Municipio 2;Da 65 a 79 anni;Femmine;4 e più;65
2013;Municipio 2;80 anni e più;Femmine;1;3825
2013;Municipio 2;80 anni e più;Femmine;2;743
2013;Municipio 2;80 anni e più;Femmine;3;104
2013;Municipio 2;80 anni e più;Femmine;4 e più;39
2013;Municipio 3;Da 18 a 34 anni;Maschi;1;3025
2013;Municipio 3;Da 18 a 34 anni;Maschi;2;873
2013;Municipio 3;Da 18 a 34 anni;Maschi;3;509
2013;Municipio 3;Da 18 a 34 anni;Maschi;4 e più;300
2013;Municipio 3;Da 35 a 64 anni;Maschi;1;7184
2013;Municipio 3;Da 35 a 64 anni;Maschi;2;4031
2013;Municipio 3;Da 35 a 64 anni;Maschi;3;4744
2013;Municipio 3;Da 35 a 64 anni;Maschi;4 e più;5833
2013;Municipio 3;Da 65 a 79 anni;Maschi;1;1834
2013;Municipio 3;Da 65 a 79 anni;Maschi;2;5408
2013;Municipio 3;Da 65 a 79 anni;Maschi;3;1440
2013;Municipio 3;Da 65 a 79 anni;Maschi;4 e più;396
2013;Municipio 3;80 anni e più;Maschi;1;879
2013;Municipio 3;80 anni e più;Maschi;2;2075
2013;Municipio 3;80 anni e più;Maschi;3;299
2013;Municipio 3;80 anni e più;Maschi;4 e più;43
2013;Municipio 3;Da 18 a 34 anni;Femmine;1;2519
2013;Municipio 3;Da 18 a 34 anni;Femmine;2;907
2013;Municipio 3;Da 18 a 34 anni;Femmine;3;467
2013;Municipio 3;Da 18 a 34 anni;Femmine;4 e più;263
2013;Municipio 3;Da 35 a 64 anni;Femmine;1;7005
2013;Municipio 3;Da 35 a 64 anni;Femmine;2;3692
2013;Municipio 3;Da 35 a 64 anni;Femmine;3;2612
2013;Municipio 3;Da 35 a 64 anni;Femmine;4 e più;2075
2013;Municipio 3;Da 65 a 79 anni;Femmine;1;4613
2013;Municipio 3;Da 65 a 79 anni;Femmine;2;1270
2013;Municipio 3;Da 65 a 79 anni;Femmine;3;220
2013;Municipio 3;Da 65 a 79 anni;Femmine;4 e più;71
2013;Municipio 3;80 anni e più;Femmine;1;4587
2013;Municipio 3;80 anni e più;Femmine;2;891
2013;Municipio 3;80 anni e più;Femmine;3;128
2013;Municipio 3;80 anni e più;Femmine;4 e più;44
2013;Municipio 4;Da 18 a 34 anni;Maschi;1;3416
2013;Municipio 4;Da 18 a 34 anni;Maschi;2;988
2013;Municipio 4;Da 18 a 34 anni;Maschi;3;578
2013;Municipio 4;Da 18 a 34 anni;Maschi;4 e più;355
2013;Municipio 4;Da 35 a 64 anni;Maschi;1;8130
2013;Municipio 4;Da 35 a 64 anni;Maschi;2;4478
2013;Municipio 4;Da 35 a 64 anni;Maschi;3;5314
2013;Municipio 4;Da 35 a 64 anni;Maschi;4 e più;6598
2013;Municipio 4;Da 65 a 79 anni;Maschi;1;1931
2013;Municipio 4;Da 65 a 79 anni;Maschi;2;5714
2013;Municipio 4;Da 65 a 79 anni;Maschi;3;1511
2013;Municipio 4;Da 65 a 79 anni;Maschi;4 e più;420
2013;Municipio 4;80 anni e più;Maschi;1;1017
2013;Municipio 4;80 anni e più;Maschi;2;2441
2013;Municipio 4;80 anni e più;Maschi;3;350
2013;Municipio 4;80 anni e più;Maschi;4 e più;66
2013;Municipio 4;Da 18 a 34 anni;Femmine;1;2663
2013;Municipio 4;Da 18 a 34 anni;Femmine;2;965
2013;Municipio 4;Da 18 a 34 anni;Femmine;3;499
2013;Municipio 4;Da 18 a 34 anni;Femmine;4 e più;287
2013;Municipio 4;Da 35 a 64 anni;Femmine;1;7585
2013;Municipio 4;Da 35 a 64 anni;Femmine;2;3996
2013;Municipio 4;Da 35 a 64 anni;Femmine;3;2864
2013;Municipio 4;Da 35 a 64 anni;Femmine;4 e più;2289
2013;Municipio 4;Da 65 a 79 anni;Femmine;1;5209
2013;Municipio 4;Da 65 a 79 anni;Femmine;2;1419
2013;Municipio 4;Da 65 a 79 anni;Femmine;3;241
2013;Municipio 4;Da 65 a 79 anni;Femmine;4 e più;87
2013;Municipio 4;80 anni e più;Femmine;1;5104
2013;Municipio 4;80 anni e più;Femmine;2;991
2013;Municipio 4;80 anni e più;Femmine;3;140
2013;Municipio 4;80 anni e più;Femmine;4 e più;56
2013;Municipio 5;Da 18 a 34 anni;Maschi;1;3028
2013;Municipio 5;Da 18 a 34 anni;Maschi;2;869
2013;Municipio 5;Da 18 a 34 anni;Maschi;3;508
2013;Municipio 5;Da 18 a 34 anni;Maschi;4 e più;300
2013;Municipio 5;Da 35 a 64 anni;Maschi;1;6496
2013;Municipio 5;Da 35 a 64 anni;Maschi;2;3577
2013;Municipio 5;Da 35 a 64 anni;Maschi;3;4232
2013;Municipio 5;Da 35 a 64 anni;Maschi;4 e più;5243
2013;Municipio 5;Da 65 a 79 anni;Maschi;1;1658
2013;Municipio 5;Da 65 a 79 anni;Maschi;2;4917
2013;Municipio 5;Da 65 a 79 anni;Maschi;3;1290
2013;Municipio 5;Da 65 a 79 anni;Maschi;4 e più;352
2013;Municipio 5;80 anni e più;Maschi;1;701
2013;Municipio 5;80 anni e più;Maschi;2;1725
2013;Municipio 5;80 anni e più;Maschi;3;249
2013;Municipio 5;80 anni e più;Maschi;4 e più;37
2013;Municipio 5;Da 18 a 34 anni;Femmine;1;2243
2013;Municipio 5;Da 18 a 34 anni;Femmine;2;806
2013;Municipio 5;Da 18 a 34 anni;Femmine;3;412
2013;Municipio 5;Da 18 a 34 anni;Femmine;4 e più;230
2013;Municipio 5;Da 35 a 64 anni;Femmine;1;5817
2013;Municipio 5;Da 35 a 64 anni;Femmine;2;3065
2013;Municipio 5;Da 35 a 64 anni;Femmine;3;2185
2013;Municipio 5;Da 35 a 64 anni;Femmine;4 e più;1735
2013;Municipio 5;Da 65 a 79 anni;Femmine;1;4139
2013;Municipio 5;Da 65 a 79 anni;Femmine;2;1132
2013;Municipio 5;Da 65 a 79 anni;Femmine;3;192
2013;Municipio 5;Da 65 a 79 anni;Femmine;4 e più;63
2013;Municipio 5;80 anni e più;Femmine;1;3288
2013;Municipio 5;80 anni e più;Femmine;2;638
2013;Municipio 5;80 anni e più;Femmine;3;91
