Year,Grand Prix,Sector,Driver,Time
2019,Abu-Dhabi,2,A. Giovinazzi,41.731
2019,Abu-Dhabi,2,G. Russell,41.816
2019,Abu-Dhabi,2,R. Kubica,42.142
2019,Abu-Dhabi,3,L. Hamilton,37.235
2019,Abu-Dhabi,3,V. Bottas,37.322
2019,Abu-Dhabi,3,M. Verstappen,37.349
2019,Abu-Dhabi,3,A. Albon,37.677
2019,Abu-Dhabi,3,C. Leclerc,37.871
2019,Abu-Dhabi,3,S. Vettel,37.99
2019,Abu-Dhabi,3,L. Norris,38.234
2019,Abu-Dhabi,3,D. Ricciardo,38.263
2019,Abu-Dhabi,3,C. Sainz,38.313
2019,Abu-Dhabi,3,D. Kvyat,38.445
2019,Abu-Dhabi,3,P. Gasly,38.446
2019,Abu-Dhabi,3,N. Hulkenberg,38.466
2019,Abu-Dhabi,3,S. Perez,38.585
2019,Abu-Dhabi,3,L. Stroll,38.7
2019,Abu-Dhabi,3,K. Magnussen,38.809
2019,Abu-Dhabi,3,R. Grosjean,38.96
2019,Abu-Dhabi,3,A. Giovinazzi,39.095
2019,Abu-Dhabi,3,K. Raikkonen,39.36
2019,Abu-Dhabi,3,G. Russell,39.485
2019,Abu-Dhabi,3,R. Kubica,39.628
